timestamp,co,no,no2,o3,so2,pm2_5,pm10,nh3
2024-12-20 21:06:59,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:06:59,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:06:59,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:06:59,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:00,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:00,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:00,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:00,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:00,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:01,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:01,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:01,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:01,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:01,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:02,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:02,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:02,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:02,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:03,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:03,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:03,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:03,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:03,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:04,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:04,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:04,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:04,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:04,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:05,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:05,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:05,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:05,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:05,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:06,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:06,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:06,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:06,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:06,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:07,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:07,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:07,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:07,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:07,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:08,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:08,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:08,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:08,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:09,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:09,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:09,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:09,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:09,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:10,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:10,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:10,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:10,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:10,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:11,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:11,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:11,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:11,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:11,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:12,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:12,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:12,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:12,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:13,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:13,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:13,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:13,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:13,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:14,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:14,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:14,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:14,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:14,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:15,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:15,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:15,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:15,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:15,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:16,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:16,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:16,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:16,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:17,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:17,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:17,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:17,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:17,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:18,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:18,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:18,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:18,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:18,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:19,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:19,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:19,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:19,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:19,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:20,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:20,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:20,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:20,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:20,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:21,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:21,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:21,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:21,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:21,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:22,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:22,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:22,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:22,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:23,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:23,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:23,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:23,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:23,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:24,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:24,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:24,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:24,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:24,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:25,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:25,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:25,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:25,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:25,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:26,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:26,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:26,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:26,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:26,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:27,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:27,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:27,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:27,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:28,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:28,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:28,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:28,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:28,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:29,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:29,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:29,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:29,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:29,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:30,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:30,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:30,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:30,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:30,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:31,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:31,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:31,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:31,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:31,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:32,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:32,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:32,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:32,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:33,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:33,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:33,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:33,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:33,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:34,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:34,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:34,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:34,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:34,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:35,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:35,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:35,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:35,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:35,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:36,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:36,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:36,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:36,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:37,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:37,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:37,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:37,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:37,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:38,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:38,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:38,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:38,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:38,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:39,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:39,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:39,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:39,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:39,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:40,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:40,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:40,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:40,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:40,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:41,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:41,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:41,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:41,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:42,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:42,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:42,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:42,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:42,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:43,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:43,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:43,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:43,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:43,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:44,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:44,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:44,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:44,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:44,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:45,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:45,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:45,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:45,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:46,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:46,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:46,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:46,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:46,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:47,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:47,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:47,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:47,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:48,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:48,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:48,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:48,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:48,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:49,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:49,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:49,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:49,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:49,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:50,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:50,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
2024-12-20 21:07:50,270.37,0,3.94,94.41,2.41,5.97,8.71,1.22
